submission_id,config,run_index,model_name,pipeline_version,overall,novelty,rigor,applicability,clarity,citation,input_tokens,output_tokens,evaluation_id,run_kind
FnaDv6SMd9,full_mini,0,gpt-5.4-mini,v6,75,76.0,79.0,69.0,74.0,100.0,285929,18503,2435611d-8dca-499f-aa3e-f3b6a9ee282f,adhoc
j7Aj3Yb9i1,full_mini,0,gpt-5.4-mini,v6,60,56.0,63.0,60.0,70.0,60.0,213424,18287,a76273cc-cfdf-4606-9c87-d003ae158972,adhoc
KYdfvF2SZN,full_mini,0,gpt-5.4-mini,v6,72,77.0,74.0,63.0,77.0,88.0,150361,16360,d1f4e8fb-2bc3-4249-aa78-94afdd0e3c36,adhoc
QKrtliKPXR,full_mini,0,gpt-5.4-mini,v6,68,66.0,68.0,67.0,64.0,100.0,122408,16276,c4d40f5a-48ca-43ca-9d55-33f54fd56295,adhoc
nCEs0tSwc2,full_mini,0,gpt-5.4-mini,v6,71,68.0,67.0,72.0,77.0,100.0,124705,12198,7bd81250-8a69-40a2-b729-9c8db5194bd4,adhoc
uGvZ6DGPR2,full_mini,0,gpt-5.4-mini,v6,66,66.0,67.0,61.0,73.0,88.0,207907,15343,05592205-af73-4875-8f40-d21d3531da77,adhoc
uwoA5iyTC6,full_mini,0,gpt-5.4-mini,v6,55,59.0,63.0,46.0,60.0,48.0,297514,18705,92a8fa37-8043-46a2-82b1-ce77e8e607c1,adhoc
D60hnNQl0Z,full_mini,0,gpt-5.4-mini,v6,73,72.0,64.0,78.0,67.0,88.0,299603,15140,48565c9b-2fd9-4a3f-af57-07f40264c329,adhoc
sCL5mSTpKm,full_mini,0,gpt-5.4-mini,v6,71,76.0,71.0,59.0,82.0,100.0,204253,14191,a53349ab-307c-4cec-ad0e-abbb2e5c0254,adhoc
YKaoAJE2ej,full_mini,0,gpt-5.4-mini,v6,67,67.0,73.0,58.0,77.0,100.0,223530,13047,8bfd3a33-9a2e-492b-b6f1-7b6ed74c7d1b,adhoc
VRFbLr8Uhv,full_mini,0,gpt-5.4-mini,v6,65,57.0,73.0,66.0,71.0,88.0,331627,13482,81f12e4c-7eb2-48fd-90c3-6667100c790c,adhoc
SA8xDYrUYB,full_mini,0,gpt-5.4-mini,v6,69,69.0,72.0,62.0,78.0,100.0,96394,16072,92bbeb80-b612-45c6-8008-07a7007c9050,adhoc
mytIKuRsSE,full_mini,0,gpt-5.4-mini,v6,69,72.0,73.0,60.0,74.0,100.0,266315,15150,7db09b7d-761c-4231-8e79-ac88502c1a24,adhoc
Kw2mvnzCoc,full_mini,0,gpt-5.4-mini,v6,78,72.0,78.0,83.0,72.0,96.0,430179,17573,91dac1cd-62b7-47f8-9719-0d95a9aa741e,adhoc
L5llQD0nMf,full_mini,0,gpt-5.4-mini,v6,71,67.0,69.0,75.0,71.0,80.0,238016,17499,fee244ff-93a8-4343-9043-e66ffe7a6757,adhoc
LMsdys7t1L,full_mini,0,gpt-5.4-mini,v6,75,75.0,69.0,74.0,73.0,100.0,115621,10480,eec91600-22b1-41da-a0a7-f77cea998002,adhoc
c1A3DCni3K,full_mini,0,gpt-5.4-mini,v6,71,67.0,74.0,71.0,77.0,84.0,232249,12971,75e3751c-e131-4c4c-b185-b3f159e6fa02,adhoc
bIODmQ1TNd,full_mini,0,gpt-5.4-mini,v6,73,68.0,78.0,70.0,83.0,100.0,231010,15344,65bfebb3-8e7a-4fa4-91ac-c73b0e6913bd,adhoc
inccdtfx8x,full_mini,0,gpt-5.4-mini,v6,65,55.0,73.0,68.0,64.0,100.0,138936,14483,e8094524-efc4-4a84-86be-523641e4cd53,adhoc
XNk56rmmiy,full_mini,0,gpt-5.4-mini,v6,64,56.0,61.0,67.0,73.0,96.0,167471,14816,30997675-340b-4ea8-899b-79a3041d405d,adhoc
yAC56BJXmE,full_mini,0,gpt-5.4-mini,v6,73,72.0,76.0,70.0,78.0,84.0,172102,11700,c37d7271-9863-4945-abeb-1e98354e7c00,adhoc
JRYurXMhhV,full_mini,0,gpt-5.4-mini,v6,62,59.0,67.0,56.0,68.0,100.0,172815,13249,92dd7f45-a97d-4247-8bd6-2887b018d550,adhoc
MpeyjgWbKt,full_mini,0,gpt-5.4-mini,v6,75,73.0,74.0,74.0,77.0,88.0,166480,11694,501346a2-cbc9-401c-8d16-0d3f4f068414,adhoc
hXNApWLBZG,full_mini,0,gpt-5.4-mini,v6,70,67.0,73.0,69.0,78.0,72.0,227322,14948,54acf258-68f9-430f-8173-eaeaf982f88f,adhoc
WksEmokwkb,full_mini,0,gpt-5.4-mini,v6,72,72.0,76.0,67.0,80.0,84.0,325225,14470,04d010f7-8c35-49b9-bdb6-6db1bfaa089b,adhoc
cJOG5tXYtv,full_mini,0,gpt-5.4-mini,v6,68,68.0,73.0,62.0,67.0,100.0,130195,10928,f235c06b-97fd-48d8-b6de-ba48a83f6e8e,adhoc
lXP4t20mR4,full_mini,0,gpt-5.4-mini,v6,62,66.0,72.0,45.0,80.0,88.0,126766,14477,ff92c688-6f56-4877-8d46-82f80da3614b,adhoc
gmpnSSiJt7,full_mini,0,gpt-5.4-mini,v6,64,61.0,68.0,58.0,71.0,100.0,187053,10744,de6e2200-3eb8-4d9f-9ea5-27f29206064a,adhoc
k9Fl07O6yH,full_mini,0,gpt-5.4-mini,v6,57,57.0,58.0,52.0,58.0,88.0,148115,14628,c4393a68-4712-45ac-9cec-6fab251022d6,adhoc
SzXDuBN8M1,full_mini,0,gpt-5.4-mini,v6,75,76.0,77.0,69.0,78.0,100.0,392933,17623,629275b8-4985-4769-8b65-8bab4b383b56,adhoc
Ylf5t1j4Yu,full_mini,0,gpt-5.4-mini,v6,65,61.0,72.0,59.0,76.0,84.0,200336,18480,9fcdcd54-4f4e-42c4-b941-a7027a3cdaa1,adhoc
W8bKDPf1Ko,full_mini,0,gpt-5.4-mini,v6,65,68.0,63.0,60.0,63.0,100.0,302176,14630,d004a4c9-535e-439f-9c0f-87c44ce74cd6,adhoc
jWiWJjHtHo,full_mini,0,gpt-5.4-mini,v6,61,58.0,68.0,53.0,73.0,100.0,209851,11625,66ccd7e1-8a45-494d-a970-d4417e016fac,adhoc
r6jzGWqalX,full_mini,0,gpt-5.4-mini,v6,71,69.0,71.0,74.0,66.0,64.0,130914,11737,d797d30a-1eda-437e-95ee-3eb6c2e7ab51,adhoc
DQESI75YrD,full_mini,0,gpt-5.4-mini,v6,66,73.0,62.0,61.0,67.0,72.0,98048,15890,1a4aa51d-3db2-4b9e-9dc8-8fdae30076f8,adhoc
oWFtI0cNsE,full_mini,0,gpt-5.4-mini,v6,65,58.0,66.0,68.0,72.0,72.0,311163,15666,fd7b13c5-546e-4670-a7ce-9bdfc3850367,adhoc
efNINVs2So,full_mini,0,gpt-5.4-mini,v6,69,75.0,72.0,58.0,72.0,80.0,552981,12029,6df3cae3-f0b9-4147-9de6-c90f8bf6420d,adhoc
PWM6FERWz9,full_mini,0,gpt-5.4-mini,v6,73,68.0,75.0,78.0,73.0,76.0,469496,14291,aff7ea8f-0351-4630-b0c2-1ed344941cf4,adhoc
P2m7gvtfrE,full_mini,0,gpt-5.4-mini,v6,68,72.0,70.0,58.0,77.0,100.0,132344,13403,12d55205-5900-452d-8102-9b8f46278f41,adhoc
kWM0etSpBG,full_mini,0,gpt-5.4-mini,v6,75,76.0,78.0,69.0,77.0,100.0,193059,20652,be88c55b-1e25-4bb3-b0d9-74ec43bf4560,adhoc
wywgRd1MUQ,full_mini,0,gpt-5.4-mini,v6,67,63.0,74.0,63.0,71.0,88.0,180257,11864,aba16599-9e66-4020-a322-656d38fff673,adhoc
yQlTgHo1um,full_mini,0,gpt-5.4-mini,v6,66,70.0,67.0,60.0,72.0,76.0,283304,15645,068e67a0-074f-4f99-9ff8-2e824d65574c,adhoc
8sVoZYfPwJ,full_mini,0,gpt-5.4-mini,v6,64,61.0,71.0,57.0,68.0,100.0,137127,10985,a205ef40-8432-47b5-9c94-bbb5053f4d77,adhoc
lAlI5FuIf7,full_mini,0,gpt-5.4-mini,v6,73,74.0,73.0,68.0,71.0,100.0,228281,12773,ec26492e-33b6-4032-9d0e-cadcc716faef,adhoc
Oyfz6G0hmc,full_mini,0,gpt-5.4-mini,v6,60,56.0,58.0,60.0,57.0,100.0,100771,16250,ea0f8a4c-c835-4682-9e3c-f0b8f683bd87,adhoc
z7UCqS5ufq,full_mini,0,gpt-5.4-mini,v6,56,63.0,57.0,50.0,42.0,80.0,219915,12881,d1e88a8f-8dec-456b-a4f9-223de5473094,adhoc
ppIkPCrTe6,full_mini,0,gpt-5.4-mini,v6,65,68.0,64.0,57.0,68.0,96.0,318329,12349,2e986980-8baa-4b01-b197-7d98b80a39f0,adhoc
5F93RfQ12T,full_mini,0,gpt-5.4-mini,v6,75,74.0,78.0,71.0,80.0,100.0,170982,15303,e9854124-3912-4a76-9b70-8a4750325ccc,adhoc
K8HpllWwE1,full_mini,0,gpt-5.4-mini,v6,67,73.0,67.0,56.0,72.0,100.0,182890,10949,b09c9b82-5a1d-4724-aba4-370aea3d047c,adhoc
W2eNfLmCHY,full_mini,0,gpt-5.4-mini,v6,73,75.0,73.0,68.0,67.0,100.0,100525,12145,f6dc5599-dea7-4d7e-9670-33b5bae05326,adhoc
rIv5ftmR3v,full_mini,0,gpt-5.4-mini,v6,67,64.0,69.0,63.0,74.0,100.0,180968,11449,c6b4c69f-c483-44d4-a546-9c5ac439283c,adhoc
UIxHaAqFqQ,full_mini,0,gpt-5.4-mini,v6,69,67.0,69.0,67.0,76.0,84.0,159728,17889,97691b29-8603-4ca5-b946-a6ed6c2795d4,adhoc
KzpAcxWjOC,full_mini,0,gpt-5.4-mini,v6,62,57.0,67.0,57.0,68.0,100.0,90084,13583,f6002436-a80a-4526-8224-fe8ce85b3bf2,adhoc
JOhD3q112L,full_mini,0,gpt-5.4-mini,v6,64,61.0,67.0,58.0,73.0,100.0,147060,10610,b7087b97-e59c-4888-8c71-2d442e80941f,adhoc
83EC2v6EsL,full_mini,0,gpt-5.4-mini,v6,62,58.0,61.0,62.0,63.0,100.0,135149,20021,00bf1767-e8a9-411b-8d73-b7fae56113d5,adhoc
6yCZEruFu9,full_mini,0,gpt-5.4-mini,v6,61,61.0,61.0,57.0,78.0,64.0,207702,13386,02a666de-59e2-436d-88e8-992bd2add704,adhoc
eXjDR9Mphk,full_mini,0,gpt-5.4-mini,v6,61,57.0,62.0,58.0,73.0,96.0,173825,14258,cc52e020-8a9a-4f4e-b28e-3fd848771589,adhoc
s2hxd8JghB,full_mini,0,gpt-5.4-mini,v6,61,60.0,60.0,58.0,59.0,100.0,144597,14898,9f85f352-32eb-4947-8a1f-1392b1acf8c5,adhoc
C6WWMryELL,full_mini,0,gpt-5.4-mini,v6,59,57.0,55.0,60.0,63.0,72.0,516904,16870,04bb0ea2-ffff-432c-be2b-7eb736ae1cc5,adhoc
YcoS3uq5kt,full_mini,0,gpt-5.4-mini,v6,68,58.0,74.0,72.0,77.0,80.0,171334,13265,0033b11e-d52b-4587-beaf-0f4c1a4d3c37,adhoc
CJdX82odge,full_mini,0,gpt-5.4-mini,v6,70,73.0,68.0,67.0,75.0,68.0,140199,13633,d9921d5a-57f4-4876-af13-ed6e2081b705,adhoc
Fx8AtzGlTS,full_mini,0,gpt-5.4-mini,v6,76,76.0,77.0,72.0,80.0,100.0,308697,13807,ee69b11b-5bd0-4ae2-8c67-39428e00d1e3,adhoc
aeexHSFefN,full_mini,0,gpt-5.4-mini,v6,71,72.0,76.0,68.0,74.0,72.0,271295,17007,d7b53cf5-b61d-4549-b383-89c71cd5b3ba,adhoc
agnchf9dVn,full_mini,0,gpt-5.4-mini,v6,62,62.0,68.0,56.0,70.0,76.0,265069,12374,f3da56ea-b5c9-4c60-b758-3a0d8962d310,adhoc
blJXE07r7I,full_mini,0,gpt-5.4-mini,v6,71,75.0,78.0,60.0,74.0,100.0,189203,21076,0127e602-eb36-41e7-9c2f-b806f776a228,adhoc
VTyL1y4Lab,full_mini,0,gpt-5.4-mini,v6,61,58.0,66.0,54.0,73.0,100.0,122469,13648,a6f6af6b-2f98-4053-957e-b6b220efd3f5,adhoc
Yc9LTfD7DY,full_mini,0,gpt-5.4-mini,v6,61,56.0,65.0,59.0,74.0,80.0,208060,17911,126de83c-5b3a-4657-88d0-5ca33ca7aeb1,adhoc
A4Us8jxVGq,full_mini,0,gpt-5.4-mini,v6,70,77.0,72.0,58.0,73.0,100.0,193518,15024,5007d41b-00fd-464e-aa30-ad9d9a5e1f9e,adhoc
bIS0BbYjjd,full_mini,0,gpt-5.4-mini,v6,56,57.0,71.0,39.0,77.0,88.0,258796,16116,1b2d0ead-9e1e-483a-8377-06380f746adb,adhoc
Y54P2BBPPh,full_mini,0,gpt-5.4-mini,v6,76,74.0,77.0,74.0,81.0,100.0,268622,17072,fdaf360e-d444-4663-a8b4-f02bbdfe6d06,adhoc
kf2mzS6xfk,full_mini,0,gpt-5.4-mini,v6,71,74.0,71.0,62.0,77.0,100.0,137327,16025,a7734096-f8ad-4cb7-9f62-3c6be91c9605,adhoc
cUcOKxfAnV,full_mini,0,gpt-5.4-mini,v6,65,63.0,67.0,61.0,72.0,100.0,175005,12539,992f09f3-e3ee-4bed-bbb8-5e5053e1363f,adhoc
ahWmeQG3K2,full_mini,0,gpt-5.4-mini,v6,63,58.0,72.0,55.0,80.0,96.0,353814,16717,f986a516-ef73-4f1f-8dfe-798cf969ba63,adhoc
DBHCRrdsfi,full_mini,0,gpt-5.4-mini,v6,64,58.0,71.0,61.0,73.0,100.0,143539,19347,9637e98f-b273-4c10-8066-49f17e4a68d5,adhoc
4vXNp4wujY,full_mini,0,gpt-5.4-mini,v6,69,72.0,63.0,67.0,67.0,100.0,95938,12229,85e028b0-aabb-4ec2-ab1c-aab497edab65,adhoc
yza9TlepdI,full_mini,0,gpt-5.4-mini,v6,68,63.0,73.0,67.0,71.0,100.0,179443,14229,bef7da9a-32fa-4d1e-b3f8-fa036561c819,adhoc
Anv4gdNFaL,full_mini,0,gpt-5.4-mini,v6,73,72.0,74.0,68.0,77.0,100.0,154091,13691,938cfcac-854b-4584-8491-9d64e5ccc6f3,adhoc
YkV0fnXgJA,full_mini,0,gpt-5.4-mini,v6,74,62.0,80.0,77.0,82.0,100.0,243681,13793,34300d04-2b5a-4ec2-8d98-14f99cc1931f,adhoc
oSUjUvs999,full_mini,0,gpt-5.4-mini,v6,68,68.0,72.0,58.0,80.0,100.0,253760,12754,b750e2c4-0bcf-4cf5-9943-a8b9a2395f78,adhoc
zbRh0eSl7Q,full_mini,0,gpt-5.4-mini,v6,66,74.0,69.0,56.0,61.0,88.0,632623,13084,96dd7f82-6fb5-4b8b-8a51-ca24f84d4137,adhoc
X9D5MVpPJ9,full_mini,0,gpt-5.4-mini,v6,76,75.0,79.0,74.0,72.0,88.0,294836,17718,ec5a5385-c0d0-4d7a-845c-9a1b5907afe1,adhoc
H6rDX4w6Al,full_mini,0,gpt-5.4-mini,v6,75,69.0,75.0,77.0,73.0,100.0,168051,15831,89b4ff65-155d-40a9-a4c2-d2093248d5a7,adhoc
0iN4UKZwgn,full_mini,0,gpt-5.4-mini,v6,68,67.0,65.0,66.0,75.0,92.0,286760,22121,58833530-bf12-4da9-9397-e6a1c71d9597,adhoc
OphrMOQCCY,full_mini,0,gpt-5.4-mini,v6,67,67.0,73.0,58.0,75.0,100.0,134099,13612,a69c8d8a-769d-4d9c-9b3b-b0d90b64a209,adhoc
i6SA9rGTAB,full_mini,0,gpt-5.4-mini,v6,70,74.0,68.0,63.0,73.0,100.0,163990,13911,83569a31-5bd8-43ae-8051-94962d413011,adhoc
HhThhjKyfw,full_mini,0,gpt-5.4-mini,v6,74,73.0,68.0,74.0,79.0,100.0,172298,17264,d306192e-9479-4fda-a83f-db93916f9210,adhoc
kdPmsMVhZf,full_mini,0,gpt-5.4-mini,v6,74,74.0,78.0,68.0,79.0,88.0,214247,12344,3a579325-b77c-45ac-ab59-4674999e43f3,adhoc
h05AulYT7g,full_mini,0,gpt-5.4-mini,v6,71,74.0,71.0,64.0,73.0,88.0,204317,16076,8da0e31b-c05a-47ba-adc9-d1cf8701f57a,adhoc
fnLfv5jieI,full_mini,0,gpt-5.4-mini,v6,71,74.0,71.0,63.0,73.0,100.0,166839,13374,39bff5b7-1eda-4ca4-b849-3d2ffad2ffad,adhoc
SYBfaOcbmw,full_mini,0,gpt-5.4-mini,v6,66,66.0,69.0,58.0,76.0,100.0,141452,13287,77ac961e-b8d9-42bc-bd4e-8f677f201a32,adhoc
hKxYESOzen,full_mini,0,gpt-5.4-mini,v6,66,61.0,68.0,67.0,64.0,100.0,240630,17031,0227a94b-b094-483b-86ef-4cee3c838881,adhoc
920RxFvsMx,full_mini,0,gpt-5.4-mini,v6,74,72.0,73.0,75.0,74.0,88.0,159251,16512,7c3f60d2-a56f-41c2-a42f-7d00a18eaa51,adhoc
aITKXFeivk,full_mini,0,gpt-5.4-mini,v6,69,66.0,71.0,67.0,73.0,100.0,148742,18027,bf304c99-1a82-4ff8-a980-98ea2346e508,adhoc
6T4LR1oRwA,full_mini,0,gpt-5.4-mini,v6,74,76.0,74.0,71.0,74.0,84.0,143090,14302,38814d9b-25a4-4f03-8d63-46487f99bfda,adhoc
8eYOBBgP05,full_mini,0,gpt-5.4-mini,v6,68,66.0,67.0,63.0,77.0,100.0,202873,15910,0e29fa13-965e-48d4-a8ed-3e1b0db7307a,adhoc
uCx8RAY8ac,full_mini,0,gpt-5.4-mini,v6,60,62.0,58.0,55.0,55.0,100.0,220816,16619,e04bc5c8-8905-4725-b798-af44672ce92c,adhoc
IdF6JqXWzx,full_mini,0,gpt-5.4-mini,v6,71,74.0,72.0,66.0,78.0,72.0,263568,16401,24fa9df6-649c-4280-b739-469a508040e3,adhoc
a2XmC7rHIU,full_mini,0,gpt-5.4-mini,v6,71,62.0,76.0,73.0,83.0,84.0,213792,11807,493ef5af-3c97-4e68-9e78-70e06ef09791,adhoc
qW05yhm3Zo,full_mini,0,gpt-5.4-mini,v6,72,73.0,83.0,60.0,84.0,100.0,211640,11879,b4a2f393-398e-4ebb-824f-0cc531ce9e35,adhoc
jymuXl8GYi,full_mini,0,gpt-5.4-mini,v6,72,71.0,74.0,67.0,76.0,100.0,113680,13359,2f8c8ffa-b74d-41d1-8042-890bd7fac955,adhoc
ejR5lXhZTT,full_mini,0,gpt-5.4-mini,v6,57,68.0,57.0,43.0,61.0,84.0,191023,11459,93f51013-9198-400e-86a3-db46d5c2b046,adhoc
RPowYXiRmW,full_mini,0,gpt-5.4-mini,v6,72,74.0,72.0,68.0,71.0,100.0,220910,14944,c283ca61-ac81-405b-9509-e05a98a9565f,adhoc
NnEfjLA50a,full_mini,0,gpt-5.4-mini,v6,52,61.0,47.0,41.0,61.0,72.0,193199,13788,b8bb60d5-4b5c-49ab-be74-5c49579aebf1,adhoc
9Q0dNBYeEY,full_mini,0,gpt-5.4-mini,v6,72,71.0,67.0,72.0,70.0,100.0,161104,16436,a5c31242-b43e-407a-b682-2e5915ef4d7f,adhoc
iKRQMeC7yO,full_mini,0,gpt-5.4-mini,v6,68,58.0,67.0,73.0,79.0,100.0,254394,16004,0e5684f4-d40c-45a7-970d-325e10271793,adhoc
azcQJtcYTE,full_mini,0,gpt-5.4-mini,v6,70,71.0,77.0,60.0,78.0,100.0,188003,19474,2e4b3abd-7247-48fc-a098-125081535c55,adhoc
sjnErRHXf3,full_mini,0,gpt-5.4-mini,v6,68,67.0,71.0,64.0,66.0,100.0,189946,14904,3da40959-ecf4-4c3b-b901-3c44b520d879,adhoc
thoPskdIcE,full_mini,0,gpt-5.4-mini,v6,74,68.0,73.0,79.0,72.0,100.0,505032,19425,b64c01b8-d3ee-4258-9eea-b8895409aac4,adhoc
83RFO7Zzgn,full_mini,0,gpt-5.4-mini,v6,65,63.0,71.0,57.0,77.0,100.0,173678,12697,c18b4429-428a-4928-a400-ea2c9af008f7,adhoc
kdeiRledV6,full_mini,0,gpt-5.4-mini,v6,72,72.0,74.0,67.0,78.0,100.0,333090,14920,f21d5144-9d05-4c65-a2c5-5a7759926653,adhoc
NEkYHQSXvQ,full_mini,0,gpt-5.4-mini,v6,61,64.0,60.0,57.0,49.0,100.0,289988,15852,78138f7b-0f87-4583-a695-8a983bdd103f,adhoc
fwYTXwoiCQ,full_mini,0,gpt-5.4-mini,v6,61,58.0,66.0,53.0,72.0,100.0,116399,12523,053e4da3-f4cc-4887-8a45-6e7c0a3f708d,adhoc
M3CeHnZKNC,full_mini,0,gpt-5.4-mini,v6,78,76.0,78.0,79.0,75.0,100.0,290391,17996,4bdad1fa-f310-4e75-8f43-f161431b0d29,adhoc
67KERrQ3id,full_mini,0,gpt-5.4-mini,v6,65,68.0,60.0,59.0,68.0,100.0,250427,14332,f533067d-1a71-479d-a12d-25736ae97416,adhoc
D8oqcochgq,full_mini,0,gpt-5.4-mini,v6,74,68.0,76.0,74.0,78.0,100.0,110584,13959,4704002b-6c95-49ae-8155-a5d6686c3968,adhoc
URbsHlTK8c,full_mini,0,gpt-5.4-mini,v6,78,72.0,77.0,83.0,75.0,100.0,197439,11696,e494f56f-b452-4c36-8840-2f5f1df0fe60,adhoc
gHRoX4vXm3,full_mini,0,gpt-5.4-mini,v6,66,54.0,77.0,63.0,82.0,100.0,272520,12591,ecdaae1e-bd14-4e1a-9578-d6e1ea1d0034,adhoc
4tFOGcnGUd,full_mini,0,gpt-5.4-mini,v6,71,69.0,74.0,69.0,72.0,100.0,260828,15147,87048994-f490-48f9-a90e-a9a67a8efad0,adhoc
laN0mgvF2Y,full_mini,0,gpt-5.4-mini,v6,73,72.0,79.0,68.0,77.0,100.0,327177,15864,4fee61f9-e3f4-4e74-bcb4-1050edaa9f3a,adhoc
k3DZzBl2EZ,full_mini,0,gpt-5.4-mini,v6,67,61.0,73.0,64.0,74.0,100.0,205668,13481,f8a758d6-9702-49c4-9945-57cb602f347e,adhoc
wySMuWHmt4,full_mini,0,gpt-5.4-mini,v6,71,68.0,73.0,69.0,77.0,100.0,116168,10673,cfde99fc-65f0-4daf-9761-f5ea1682d909,adhoc
yli4zJhJB0,full_mini,0,gpt-5.4-mini,v6,73,73.0,74.0,68.0,79.0,100.0,189881,14693,f68cc672-9158-42c8-8dcb-b9208986752d,adhoc
329w99DBGk,full_mini,0,gpt-5.4-mini,v6,65,59.0,72.0,61.0,73.0,100.0,166449,11859,e71746dd-ba70-42aa-a7ae-ba7355e30694,adhoc
fJY2fKDqJM,full_mini,0,gpt-5.4-mini,v6,62,57.0,68.0,56.0,79.0,100.0,179613,13436,3b37f8e5-e61c-49b6-aa19-84d40752519e,adhoc
vGkXf8nvt9,full_mini,0,gpt-5.4-mini,v6,64,58.0,68.0,63.0,61.0,100.0,191117,14164,f6223b20-12bb-42ea-8aaf-14f04dfc2e7a,adhoc
a4S1nQay3b,full_mini,0,gpt-5.4-mini,v6,73,74.0,73.0,68.0,76.0,100.0,167839,16485,19bd0036-4df6-4c1c-9ccc-307056d3c9d5,adhoc
YvmR4vNai2,full_mini,0,gpt-5.4-mini,v6,75,74.0,76.0,72.0,71.0,100.0,252255,17841,07c6ef04-750b-4a9d-99c8-88afb3971ed2,adhoc
eETr3lrOQB,full_mini,0,gpt-5.4-mini,v6,66,68.0,68.0,60.0,64.0,100.0,131468,15446,994a78ea-e15a-41d1-9018-3777b8c7877c,adhoc
JWx4DI2N8k,full_mini,0,gpt-5.4-mini,v6,67,68.0,71.0,58.0,75.0,100.0,179042,13989,1ab6f43c-21ec-4452-a92f-85c65287b84b,adhoc
Zp2y9O3wEj,full_mini,0,gpt-5.4-mini,v6,69,64.0,72.0,67.0,75.0,100.0,201772,14831,5db3ac7a-64c8-4dfc-91fc-29dd55c2d65c,adhoc
KNAyc9DMe3,full_mini,0,gpt-5.4-mini,v6,72,74.0,73.0,66.0,74.0,100.0,175385,13129,3c36b7f4-00da-4bb4-80be-01509b4a44b3,adhoc
aMs6FtNaY5,full_mini,0,gpt-5.4-mini,v6,76,70.0,77.0,78.0,79.0,100.0,227976,11612,3d8ebf7e-2618-40bc-9971-84450122d496,adhoc
yCtgZ2G39E,full_mini,0,gpt-5.4-mini,v6,70,67.0,71.0,68.0,71.0,100.0,197062,18295,05f81693-c417-4d98-9763-3167cb3c94a6,adhoc
wwPSfcf5Pj,full_mini,0,gpt-5.4-mini,v6,65,62.0,67.0,61.0,66.0,100.0,158206,16870,5f76a60c-1648-41cf-a7f2-c7997b2697a3,adhoc
gu3DRaDWiI,full_mini,0,gpt-5.4-mini,v6,73,63.0,74.0,77.0,86.0,100.0,194603,16554,b7a64e38-bc0f-4a7c-ae97-4cd707a81293,adhoc
jY7fAo9rfK,full_mini,0,gpt-5.4-mini,v6,70,61.0,77.0,68.0,82.0,100.0,406818,14289,05531b91-b592-48d6-9041-b46fd05e340f,adhoc
KhbaH59t4v,full_mini,0,gpt-5.4-mini,v6,64,58.0,68.0,61.0,71.0,100.0,159987,15171,a354a4c8-9e4f-40a4-8d80-509938ad4ebd,adhoc
BKRJowxP3H,full_mini,0,gpt-5.4-mini,v6,66,57.0,71.0,66.0,78.0,100.0,294713,9988,b2271762-2d42-4237-b12d-6e93422d851d,adhoc
NakMHPljT7,full_mini,0,gpt-5.4-mini,v6,74,72.0,77.0,71.0,79.0,100.0,235063,12095,91abc450-9a41-4b9a-b6bb-db42d0882852,adhoc
XzXKnazRBF,full_mini,0,gpt-5.4-mini,v6,71,70.0,67.0,70.0,74.0,100.0,170054,16718,e9de0fde-a5c5-49e4-8a01-7f51ea799f5a,adhoc
rv0j1CyRQK,full_mini,0,gpt-5.4-mini,v6,74,75.0,77.0,67.0,74.0,100.0,155716,12018,9c03e652-4f81-42ad-ae19-36186b67e51d,adhoc
qSO5tjYBTw,full_mini,0,gpt-5.4-mini,v6,60,60.0,58.0,55.0,64.0,100.0,204291,15531,77d6255e-9b86-4b2b-bb96-2e362827111f,adhoc
7JbWlwNltD,full_mini,0,gpt-5.4-mini,v6,68,68.0,73.0,61.0,67.0,100.0,218466,11786,f273d276-5680-4dd9-8759-563c96ee9ce8,adhoc
aEJBuRQSBg,full_mini,0,gpt-5.4-mini,v6,61,61.0,52.0,62.0,57.0,100.0,156475,11276,1a69b437-2489-4b2b-9b5b-edc0ae7103db,adhoc
P38RYdkFLI,full_mini,0,gpt-5.4-mini,v6,70,66.0,73.0,68.0,78.0,100.0,713104,12783,01b62d61-e083-431b-af72-d878154f29ca,adhoc
M7eWB695jp,full_mini,0,gpt-5.4-mini,v6,76,74.0,78.0,72.0,79.0,100.0,170886,12348,e0bc4a9a-e5ca-44f9-85dd-54024ddb4683,adhoc
isoLHssNcU,naive,0,gpt-5.4,naive,65,,,,,,61709,573,,adhoc
Xzr1Xjtyn2,full_full,0,gpt-5.4,v6,73,75.0,71.0,68.0,79.0,100.0,192491,12869,308a41ed-775c-4080-9ecf-e40f23eb255c,adhoc
Xzr1Xjtyn2,naive,0,gpt-5.4,naive,63,,,,,,27217,532,,adhoc
p3YaKlm1TR,full_full,0,gpt-5.4,v6,70,72.0,64.0,69.0,60.0,100.0,212414,19032,d1d968b9-dde5-4437-8cc1-7882a0e7da13,adhoc
p3YaKlm1TR,naive,0,gpt-5.4,naive,45,,,,,,30177,1080,,adhoc
9pVrsGUTvp,full_full,0,gpt-5.4,v6,66,68.0,60.0,63.0,67.0,100.0,101942,12253,a88c5ba0-4103-4910-ac75-d4cb50aa07dc,adhoc
9pVrsGUTvp,naive,0,gpt-5.4,naive,28,,,,,,11776,492,,adhoc
CCSPm6V5EF,full_full,0,gpt-5.4,v6,78,76.0,79.0,77.0,82.0,100.0,354645,17789,19b5cd32-405d-43af-aaf4-87e3fef64aa6,adhoc
